ID,Mockup ID,Version number,Completed at,Created at,Updated at,Packaging ID,Product ID,Sock pair ID,Base version,Read at
21795,131971,1,2023-01-03T23:07:53.810Z,2023-01-03T22:52:01.558Z,2023-01-03T23:07:53.810Z,,,,1,
21759,58625,1,2023-01-05T00:20:03.311Z,2023-01-03T18:14:16.026Z,2023-01-05T00:20:03.311Z,,,,1,
21805,134099,1,,2023-01-03T23:47:52.239Z,2023-01-04T18:43:54.154Z,,,,1,
21773,,,,2023-01-03T19:48:48.056Z,2023-01-03T20:26:02.330Z,70711,,,,
21798,134415,2,,2023-01-03T23:14:22.312Z,2023-01-04T17:56:00.609Z,,,,2,
21775,119530,1,2023-01-03T20:39:37.630Z,2023-01-03T19:54:06.002Z,2024-02-13T16:53:17.815Z,,,,1,2024-02-13T16:53:17.815Z
21742,134215,1,2023-01-03T16:44:57.343Z,2023-01-03T16:01:45.226Z,2023-01-03T16:44:57.344Z,,,,1,
21741,122198,1,2023-01-04T19:45:41.121Z,2023-01-03T15:58:37.030Z,2023-01-04T19:45:41.122Z,,,,1,
21743,133334,3,2023-01-03T19:38:20.477Z,2023-01-03T16:05:41.923Z,2023-01-03T19:38:20.477Z,,,,3,
21801,134367,1,2023-01-03T23:36:37.644Z,2023-01-03T23:18:34.062Z,2023-01-03T23:36:37.644Z,,,,1,
21800,134406,2,2023-01-04T17:45:53.737Z,2023-01-03T23:15:25.641Z,2023-01-04T17:45:53.737Z,,,,2,
21744,133760,1,2023-01-04T20:00:33.766Z,2023-01-03T16:12:51.727Z,2023-01-04T20:00:33.767Z,,,,1,
21745,133944,1,2023-01-03T17:01:04.658Z,2023-01-03T16:20:14.256Z,2023-01-03T17:01:04.658Z,,,,1,
21802,134338,2,,2023-01-03T23:18:59.466Z,2023-01-04T23:01:01.131Z,,,,2,
21778,,,2023-01-03T20:47:05.331Z,2023-01-03T20:26:14.113Z,2023-01-03T20:47:05.331Z,70872,,,,
21746,133739,2,2023-01-03T17:04:44.051Z,2023-01-03T16:42:59.786Z,2023-01-03T17:04:44.051Z,,,,2,
21779,77037,1,2023-01-04T00:01:56.309Z,2023-01-03T20:27:55.288Z,2023-01-04T00:01:56.310Z,,,,1,
21803,134359,1,2023-01-04T18:41:50.755Z,2023-01-03T23:30:17.654Z,2023-01-04T18:41:50.755Z,,,,1,
21792,102980,1,2023-01-04T20:30:05.133Z,2023-01-03T22:27:15.676Z,2023-01-04T20:30:05.133Z,,,,1,
21807,132660,2,2023-01-03T23:59:46.600Z,2023-01-03T23:50:27.350Z,2023-01-03T23:59:46.600Z,,,,2,
21780,77046,1,2023-01-04T00:03:08.013Z,2023-01-03T20:29:06.887Z,2023-01-04T00:03:08.013Z,,,,1,
21747,129973,1,2023-01-03T23:40:56.056Z,2023-01-03T16:44:57.871Z,2023-01-03T23:40:56.057Z,,,,1,
21799,134407,2,2023-01-04T17:52:14.259Z,2023-01-03T23:14:38.467Z,2023-01-04T17:52:14.260Z,,,,2,
21804,134099,1,2023-01-04T18:41:41.001Z,2023-01-03T23:46:17.560Z,2023-01-04T18:41:41.001Z,,,,1,
21755,134312,1,2023-01-03T18:16:32.732Z,2023-01-03T17:45:44.603Z,2023-01-03T18:16:32.733Z,,,,1,
21757,134322,1,2023-01-03T18:56:56.589Z,2023-01-03T17:50:31.641Z,2023-01-03T18:56:56.590Z,,,,1,
21880,134588,1,2023-01-05T16:18:43.027Z,2023-01-04T23:53:35.993Z,2024-01-09T17:22:26.029Z,,,,1,2024-01-09T17:22:26.029Z
21869,134455,2,2023-01-04T22:11:10.333Z,2023-01-04T22:05:45.710Z,2023-01-04T22:11:10.334Z,,,,2,
21848,134526,2,2023-01-04T19:35:13.274Z,2023-01-04T19:13:49.063Z,2023-01-04T19:35:13.275Z,,,,2,
21839,133978,2,2023-01-04T23:10:06.127Z,2023-01-04T17:19:48.719Z,2023-01-04T23:11:45.740Z,,,,2,
21833,134358,1,2023-01-04T17:28:30.244Z,2023-01-04T15:55:27.685Z,2023-01-04T17:28:30.244Z,,,,1,
21841,,,2023-01-04T17:44:17.551Z,2023-01-04T17:39:19.598Z,2023-01-04T17:44:17.552Z,,28978,,,
21844,74807,1,2023-01-04T22:53:56.568Z,2023-01-04T18:38:25.961Z,2023-01-04T22:53:56.568Z,,,,1,
21831,134350,1,2023-01-04T17:40:26.730Z,2023-01-04T15:54:14.364Z,2023-01-04T17:40:26.730Z,,,,1,
21853,134281,2,,2023-01-04T19:46:06.518Z,2023-01-05T15:13:25.712Z,,,,2,
21865,133582,1,,2023-01-04T21:22:27.745Z,2023-01-05T17:30:03.396Z,,,,1,
21818,77046,2,2023-01-04T16:31:05.200Z,2023-01-04T00:40:35.161Z,2023-01-04T16:31:05.201Z,,,,2,
21863,133944,6,2023-01-04T21:37:31.555Z,2023-01-04T20:58:45.345Z,2023-01-04T21:37:31.555Z,,,,6,
21859,134529,1,,2023-01-04T20:16:04.787Z,2023-01-04T23:31:53.199Z,,,,1,
21828,134428,1,,2023-01-04T15:25:12.144Z,2023-01-04T17:41:54.869Z,,,,1,
21871,122345,5,,2023-01-04T22:34:46.524Z,2023-01-04T23:42:42.905Z,,,,5,
21832,134351,2,2023-01-04T17:25:19.740Z,2023-01-04T15:55:01.115Z,2023-01-04T17:25:19.740Z,,,,2,
21862,134538,1,2023-01-04T21:04:26.635Z,2023-01-04T20:52:37.340Z,2023-01-04T21:04:26.636Z,,,,1,
21868,88781,1,2023-01-04T22:29:42.395Z,2023-01-04T22:00:43.271Z,2023-01-04T22:29:42.395Z,,,,1,
21856,134504,3,2023-01-04T21:46:39.294Z,2023-01-04T20:06:48.249Z,2023-01-04T21:46:39.294Z,,,,3,
21852,134455,2,2023-01-04T22:09:49.820Z,2023-01-04T19:33:59.961Z,2023-01-04T22:09:49.820Z,,,,2,
21817,132114,2,2023-01-04T18:02:41.501Z,2023-01-04T00:20:01.372Z,2023-01-04T18:02:41.501Z,,,,2,
21830,134455,1,2023-01-04T17:52:44.571Z,2023-01-04T15:47:02.545Z,2023-01-04T17:52:44.571Z,,,,1,
21829,134477,1,,2023-01-04T15:32:42.963Z,2023-01-04T18:19:15.476Z,,,,1,
21834,134411,1,2023-01-04T16:27:32.628Z,2023-01-04T16:13:44.609Z,2023-01-04T16:27:44.016Z,,,,1,
21819,77037,2,2023-01-04T16:30:40.093Z,2023-01-04T00:41:02.921Z,2023-01-04T16:30:40.093Z,,,,2,
21815,134494,2,2023-01-04T16:43:53.719Z,2023-01-04T00:12:06.898Z,2023-01-04T16:43:53.719Z,,,,2,
21876,,,2023-01-05T15:25:01.801Z,2023-01-04T23:18:17.887Z,2024-01-22T17:18:12.541Z,,28948,,,2024-01-22T17:18:12.540Z
21814,134428,1,,2023-01-04T00:11:19.427Z,2023-01-04T17:41:53.036Z,,,,1,
21851,,,2023-01-04T21:36:55.401Z,2023-01-04T19:27:04.368Z,2023-01-04T21:36:55.401Z,55617,,,,
21842,134539,2,2023-01-04T21:07:09.256Z,2023-01-04T18:05:01.080Z,2023-06-27T14:29:32.989Z,,,,2,2023-06-27T14:29:32.988Z
21838,132192,6,2023-01-04T18:25:56.214Z,2023-01-04T17:18:47.293Z,2023-01-04T18:25:56.214Z,,,,6,
21811,134494,1,2023-01-04T00:10:33.137Z,2023-01-04T00:03:14.426Z,2023-01-04T00:10:33.138Z,,,,1,
21816,134494,2,2023-01-04T16:44:00.417Z,2023-01-04T00:12:48.020Z,2023-01-04T16:44:11.598Z,,,,2,
21820,134504,1,2023-01-04T18:18:43.890Z,2023-01-04T01:59:58.963Z,2023-01-04T18:18:43.891Z,,,,1,
21835,109541,1,,2023-01-04T16:27:36.048Z,2023-01-04T17:41:27.149Z,,,,1,
21812,133993,3,2023-01-04T21:48:07.963Z,2023-01-04T00:04:40.413Z,2023-01-04T21:48:07.963Z,,,,3,
21861,132192,6,2023-01-04T21:51:58.434Z,2023-01-04T20:41:21.101Z,2023-01-04T21:51:58.434Z,,,,6,
21870,134688,1,2023-01-04T22:44:52.684Z,2023-01-04T22:20:33.091Z,2023-01-04T22:44:52.684Z,,,,1,
21821,134504,1,2023-01-04T18:18:42.416Z,2023-01-04T02:00:25.108Z,2023-01-04T18:18:42.416Z,,,,1,
21836,132660,2,2023-01-04T17:41:57.480Z,2023-01-04T16:30:57.820Z,2023-01-04T17:41:57.480Z,,,,2,
21845,134504,2,2023-01-04T19:53:38.193Z,2023-01-04T18:46:08.721Z,2023-01-04T19:53:38.194Z,,,,2,
21864,,,2023-01-04T21:25:20.798Z,2023-01-04T21:14:11.022Z,2023-01-04T21:25:20.798Z,70955,,,,
21866,,,,2023-01-04T21:29:11.324Z,2023-01-04T22:01:31.718Z,,,2411,,
21879,134574,1,,2023-01-04T23:48:49.001Z,2023-01-05T21:30:12.413Z,,,,1,
21867,134591,1,2023-01-04T21:58:55.290Z,2023-01-04T21:45:47.400Z,2023-01-04T21:58:55.291Z,,,,1,
21858,134504,3,2023-01-04T21:48:42.007Z,2023-01-04T20:09:02.556Z,2023-01-04T21:48:42.007Z,,,,3,
21813,134474,1,2023-01-04T20:03:07.753Z,2023-01-04T00:11:13.974Z,2023-01-04T20:03:07.753Z,,,,1,
21849,134537,1,,2023-01-04T19:15:47.943Z,2023-01-04T19:57:52.829Z,,,,1,
21875,,,2023-01-05T22:52:35.326Z,2023-01-04T23:06:58.773Z,2024-01-18T20:28:28.185Z,,,2389,,2024-01-18T20:28:28.185Z
21877,134530,1,,2023-01-04T23:24:26.394Z,2023-01-05T17:45:59.149Z,,,,1,
21825,134367,1,2023-01-04T16:58:08.125Z,2023-01-04T14:24:56.623Z,2023-01-04T16:58:08.125Z,,,,1,
21874,134174,1,2023-01-05T22:38:17.763Z,2023-01-04T23:04:30.808Z,2023-01-05T22:38:17.763Z,,,,1,
21850,134068,1,2023-01-04T22:35:02.170Z,2023-01-04T19:26:38.988Z,2023-01-04T22:35:02.171Z,,,,1,
21846,,,2023-01-04T18:51:35.783Z,2023-01-04T18:46:11.560Z,2023-01-04T18:51:35.784Z,,28965,,,
21822,134466,1,2023-01-04T17:08:46.841Z,2023-01-04T13:47:54.713Z,2023-01-04T17:08:46.842Z,,,,1,
21840,134466,2,2023-01-04T19:06:23.063Z,2023-01-04T17:24:36.444Z,2023-01-04T19:06:23.063Z,,,,2,
21837,118683,1,2023-01-04T17:45:34.345Z,2023-01-04T17:07:56.468Z,2023-06-27T14:29:16.878Z,,,,2,2023-06-27T14:29:16.878Z
21827,134386,1,2023-01-05T18:32:53.795Z,2023-01-04T15:04:53.134Z,2023-01-05T18:32:53.795Z,,,,1,
21855,134417,1,2023-01-05T17:44:11.417Z,2023-01-04T20:06:23.419Z,2023-01-05T17:44:11.417Z,,,,1,
21823,,,2023-01-05T15:25:08.327Z,2023-01-04T13:51:27.733Z,2024-01-22T17:18:12.532Z,,28948,,,2024-01-22T17:18:12.531Z
21843,134501,1,2023-01-05T17:24:02.587Z,2023-01-04T18:07:33.721Z,2023-01-05T17:24:02.587Z,,,,1,
21872,122336,3,2023-01-05T16:53:15.908Z,2023-01-04T22:39:07.625Z,2023-01-05T16:53:15.909Z,,,,3,
21873,,,2023-01-05T18:09:56.903Z,2023-01-04T22:58:24.492Z,2023-01-05T18:09:56.903Z,58077,,,,
21878,134240,1,2023-01-04T23:48:59.722Z,2023-01-04T23:44:54.477Z,2023-01-04T23:48:59.722Z,,,,1,
21860,133944,5,2023-01-04T20:48:42.942Z,2023-01-04T20:40:48.457Z,2023-01-04T20:48:42.942Z,,,,5,
21854,134453,1,2023-01-04T19:56:27.816Z,2023-01-04T19:53:35.700Z,2023-01-04T19:56:27.816Z,,,,1,
21847,134469,1,2023-01-04T20:14:04.034Z,2023-01-04T19:13:30.786Z,2023-01-04T20:14:04.035Z,,,,1,
21857,134504,3,2023-01-04T21:48:40.099Z,2023-01-04T20:08:48.503Z,2023-01-04T21:48:40.099Z,,,,3,
21824,,,2023-01-05T15:25:04.905Z,2023-01-04T13:53:25.038Z,2024-01-22T17:18:12.535Z,,28948,,,2024-01-22T17:18:12.535Z
21826,134466,1,2023-01-04T17:08:44.730Z,2023-01-04T14:44:19.577Z,2023-01-04T17:08:44.730Z,,,,1,
21945,,,,2023-01-05T22:04:22.124Z,2023-01-06T22:39:34.121Z,,,2419,,
21881,133046,2,,2023-01-05T00:06:20.093Z,2023-01-05T17:56:35.490Z,,,,2,
21883,134737,1,2023-01-05T16:34:59.782Z,2023-01-05T01:12:57.204Z,2023-01-05T16:34:59.782Z,,,,1,
21885,134529,1,,2023-01-05T14:27:53.034Z,2023-01-06T20:56:32.624Z,,,,1,
21887,134602,1,2023-01-05T15:49:44.100Z,2023-01-05T15:29:29.054Z,2023-01-05T15:49:44.101Z,,,,1,
21888,134602,1,2023-01-05T15:49:46.742Z,2023-01-05T15:29:42.001Z,2023-01-05T15:49:46.742Z,,,,1,
21896,,,2023-01-05T20:24:31.060Z,2023-01-05T17:36:57.892Z,2023-01-05T20:24:31.060Z,59611,,,,
21886,,,,2023-01-05T15:10:21.740Z,2023-01-05T21:11:46.364Z,,,2415,,
21884,132808,1,2023-01-05T16:43:39.027Z,2023-01-05T04:00:53.179Z,2023-01-05T16:43:39.028Z,,,,1,
21882,134742,1,2023-01-05T16:19:05.748Z,2023-01-05T00:48:40.548Z,2023-01-05T16:19:05.748Z,,,,1,
21893,134780,1,2023-01-05T17:53:38.545Z,2023-01-05T17:22:32.822Z,2023-01-05T17:53:38.545Z,,,,1,
21889,133046,2,,2023-01-05T15:44:02.311Z,2023-01-05T17:56:37.890Z,,,,2,
21890,133952,1,2023-01-05T18:23:40.296Z,2023-01-05T16:02:52.408Z,2023-01-05T18:23:40.296Z,,,,1,
21891,133993,4,2023-01-05T19:56:46.891Z,2023-01-05T16:31:52.562Z,2023-01-05T19:56:46.891Z,,,,4,
21895,126247,1,,2023-01-05T17:26:02.501Z,2023-01-05T21:19:54.997Z,,,,1,
21898,134707,1,2023-01-05T18:02:09.353Z,2023-01-05T17:53:17.120Z,2023-01-05T18:02:09.353Z,,,,1,
21899,134777,1,2023-01-05T18:07:20.440Z,2023-01-05T18:00:27.880Z,2023-01-05T18:08:29.712Z,,,,1,
21892,,,2023-01-05T18:28:02.274Z,2023-01-05T17:16:41.905Z,2023-01-05T18:28:02.275Z,70080,,,,
21903,133978,3,2023-01-05T18:44:04.663Z,2023-01-05T18:11:38.381Z,2023-01-05T18:44:04.663Z,,,,3,
21904,134757,1,,2023-01-05T18:12:07.617Z,2023-01-05T18:49:20.927Z,,,,1,
21917,134708,1,2023-01-05T19:53:44.134Z,2023-01-05T19:27:03.680Z,2023-01-05T19:53:44.134Z,,,,1,
21915,134538,1,2023-01-05T20:08:14.941Z,2023-01-05T19:06:25.704Z,2023-01-05T20:08:14.941Z,,,,1,
21902,117324,1,2023-01-05T20:53:02.247Z,2023-01-05T18:08:53.727Z,2023-01-05T20:53:02.247Z,,,,1,
21913,117324,1,2023-01-05T20:53:03.441Z,2023-01-05T18:34:24.704Z,2023-01-05T20:53:21.125Z,,,,1,
21908,134494,2,2023-01-05T20:58:52.731Z,2023-01-05T18:23:13.994Z,2023-01-05T20:58:52.731Z,,,,2,
21907,,,,2023-01-05T18:17:29.819Z,2023-01-05T21:16:42.712Z,68067,,,,
21914,118986,2,2023-01-06T17:11:37.823Z,2023-01-05T18:56:05.969Z,2023-01-06T17:11:37.823Z,,,,2,
21894,134605,1,,2023-01-05T17:25:20.953Z,2023-01-06T18:11:10.035Z,,,,1,
21910,134730,1,,2023-01-05T18:29:37.200Z,2023-01-06T18:16:24.451Z,,,,1,
21906,133831,1,2023-01-06T19:19:15.265Z,2023-01-05T18:14:29.708Z,2023-01-06T19:19:15.266Z,,,,1,
21905,133835,1,2023-01-06T19:34:20.709Z,2023-01-05T18:13:57.392Z,2023-01-06T19:34:20.709Z,,,,1,
21901,134785,1,2023-01-06T20:38:56.904Z,2023-01-05T18:02:52.763Z,2023-01-06T20:38:56.905Z,,,,1,
21900,134785,1,2023-01-06T20:38:58.591Z,2023-01-05T18:02:35.078Z,2023-01-06T20:38:58.591Z,,,,1,
21912,134649,1,,2023-01-05T18:33:40.502Z,2023-01-06T21:41:40.357Z,,,,1,
21911,134646,1,,2023-01-05T18:31:30.413Z,2023-01-06T21:42:03.163Z,,,,1,
21921,134708,2,2023-01-05T20:16:07.788Z,2023-01-05T20:07:03.365Z,2023-01-05T20:16:07.789Z,,,,2,
21927,,,2023-01-05T20:24:23.857Z,2023-01-05T20:22:41.985Z,2023-01-05T20:24:23.857Z,59611,,,,
21920,134833,1,2023-01-05T20:30:51.805Z,2023-01-05T19:55:59.083Z,2023-01-05T20:30:51.805Z,,,,1,
21918,134590,1,2023-01-05T20:35:06.555Z,2023-01-05T19:27:56.844Z,2023-01-05T20:35:06.555Z,,,,1,
21923,134801,2,2023-01-05T20:44:14.441Z,2023-01-05T20:16:43.879Z,2023-01-05T20:44:14.441Z,,,,2,
21924,134798,1,2023-01-05T20:47:59.579Z,2023-01-05T20:17:33.294Z,2023-01-05T20:47:59.579Z,,,,1,
21916,134530,2,,2023-01-05T19:14:15.942Z,2023-01-05T20:53:39.668Z,,,,2,
21922,134827,1,,2023-01-05T20:15:31.613Z,2023-01-05T21:44:10.825Z,,,,1,
21919,134405,1,,2023-01-05T19:32:03.937Z,2023-01-06T19:32:44.263Z,,,,1,
21938,134714,1,,2023-01-05T21:25:17.045Z,2023-01-06T20:40:59.610Z,,,,1,
21926,134651,1,,2023-01-05T20:22:09.478Z,2023-01-06T21:30:33.709Z,,,,1,
21948,,,2023-01-06T00:06:39.592Z,2023-01-05T22:24:35.823Z,2023-09-12T19:07:14.294Z,4429,,,,2023-09-12T19:07:14.294Z
21941,133309,2,,2023-01-05T21:40:20.857Z,2023-01-06T20:54:34.160Z,,,,2,
21954,86306,1,2023-01-06T00:05:30.265Z,2023-01-05T22:57:37.656Z,2023-01-06T00:05:30.265Z,,,,1,
21929,134791,1,2023-01-05T21:00:06.165Z,2023-01-05T20:35:57.318Z,2023-01-05T21:00:06.165Z,,,,1,
21933,134530,2,,2023-01-05T21:00:53.578Z,2023-01-05T21:03:01.236Z,,,,2,
21942,133308,2,,2023-01-05T21:40:34.345Z,2023-01-06T20:56:27.718Z,,,,2,
21956,134918,2,2023-01-06T17:30:06.498Z,2023-01-05T23:07:38.029Z,2023-01-06T17:30:06.498Z,,,,2,
21932,129725,1,2023-01-05T21:04:40.524Z,2023-01-05T20:48:44.528Z,2023-01-05T21:04:40.524Z,,,,1,
21939,133308,2,,2023-01-05T21:37:25.098Z,2023-01-06T20:56:30.269Z,,,,2,
21955,134918,2,2023-01-06T17:30:08.432Z,2023-01-05T23:01:51.617Z,2023-01-06T17:30:08.432Z,,,,2,
21937,134850,1,2023-01-05T21:46:54.069Z,2023-01-05T21:25:08.158Z,2023-01-05T21:46:54.069Z,,,,1,
21950,130018,2,2023-01-06T17:25:54.791Z,2023-01-05T22:45:33.357Z,2023-12-07T15:38:45.886Z,,,,2,2023-12-07T15:38:45.886Z
21931,134535,1,2023-01-05T21:46:59.444Z,2023-01-05T20:42:16.759Z,2023-01-05T21:47:12.468Z,,,,1,
21943,132417,1,2023-01-05T21:59:48.460Z,2023-01-05T21:53:22.597Z,2023-01-05T21:59:48.460Z,,,,1,
21935,122338,5,2023-01-06T20:32:33.304Z,2023-01-05T21:15:43.564Z,2023-12-13T20:45:40.386Z,,,,5,2023-12-13T20:45:40.386Z
21936,41393,1,2023-01-05T22:06:49.138Z,2023-01-05T21:21:08.586Z,2023-01-05T22:06:49.138Z,,,,1,
21909,,,,2023-01-05T18:29:25.330Z,2023-01-05T18:31:23.494Z,68189,,,,
21925,,,,2023-01-05T20:21:21.764Z,2023-01-05T21:01:28.244Z,70416,,,,
21928,,,,2023-01-05T20:31:17.936Z,2023-01-06T20:19:22.327Z,,28987,,,
21940,,,2023-01-05T22:20:15.501Z,2023-01-05T21:37:41.322Z,2023-01-05T22:20:15.501Z,,28965,,,
21949,86310,1,2023-01-05T22:42:50.150Z,2023-01-05T22:36:06.312Z,2023-01-05T22:42:50.151Z,,,,1,
21958,133226,1,2023-01-06T17:40:54.785Z,2023-01-05T23:53:16.682Z,2023-01-06T17:40:54.786Z,,,,1,
21897,,,2023-01-05T21:39:53.848Z,2023-01-05T17:40:00.638Z,2023-01-05T21:39:53.849Z,,,2380,,
21946,79832,1,2023-01-05T22:16:42.206Z,2023-01-05T22:04:30.139Z,2024-01-02T23:46:22.935Z,,,,1,2024-01-02T23:46:22.935Z
21951,86296,6,2023-01-05T22:57:41.972Z,2023-01-05T22:51:12.648Z,2023-01-05T22:57:41.972Z,,,,6,
21947,134876,1,2023-01-05T22:59:31.915Z,2023-01-05T22:06:50.970Z,2023-01-05T22:59:31.915Z,,,,1,
21952,86314,1,2023-01-05T23:45:33.880Z,2023-01-05T22:55:27.351Z,2023-01-05T23:45:33.880Z,,,,1,
21957,134690,1,,2023-01-05T23:35:40.691Z,2023-01-06T21:29:22.131Z,,,,1,
21934,134873,2,2023-01-06T21:36:33.227Z,2023-01-05T21:05:49.445Z,2023-01-06T21:36:33.228Z,,,,2,
21930,134841,1,,2023-01-05T20:39:15.453Z,2023-01-06T20:39:37.559Z,,,,1,
21953,134229,1,,2023-01-05T22:57:35.448Z,2023-01-09T20:07:14.707Z,,,,1,
21944,134763,1,,2023-01-05T21:59:09.274Z,2023-01-06T22:46:49.709Z,,,,1,
21983,134196,1,2023-01-06T19:55:44.432Z,2023-01-06T18:15:57.454Z,2023-01-06T19:55:44.432Z,,,,1,
21990,134956,1,2023-01-09T17:14:31.978Z,2023-01-06T19:04:36.370Z,2023-01-09T17:14:31.978Z,,,,1,
